File Name,Hash,File Type,File Size,Entropy,Ransomware
.DS_Store,18ab8e90db89cd37e50353815fad31cc,,14340,3.5609746401202576,0
0033-csv.csv,01544fb67a9eeede339f590f92313f4c,.csv,45334,4.994199403686332,0
0023-csv.csv,5a74004256c4b94566332a2ee3f3a233,.csv,130,4.978422003067438,0
0051-csv.csv,4112514dc53e6d0331e53b5be0478918,.csv,132,4.745453235922954,0
0041-csv.csv,f68ccc79b85692826e4fc4b71ea0dfbb,.csv,153,5.107805368322021,0
0077-csv.csv,62f492b20b71cd6c9ded31089d15e903,.csv,1465,5.275695550829145,0
0067-csv.csv,24c794bb9ff8eff5c7a4681635d42f2a,.csv,242,4.967911315628541,0
0015-csv.csv,00bcb85fcb458d600bf1f3198a7e6d20,.csv,20510658,5.285194149218126,0
0005-csv.csv,7f99d27e8f64464578cd66a82669f6e3,.csv,3174,4.998709098290255,0
0048-csv.csv,9efca0262603c8d322da70155112ea11,.csv,39712,4.306538399331046,0
0058-csv.csv,0756910cc87bb4ef6c715557d0f4ff53,.csv,1494,5.26263401913619,0
0093-csv.csv,077bfb63f1c42ad9579e7cd3375c34db,.csv,137536,5.047558365015472,0
0083-csv.csv,1d58d41e9207152066839607f3931b99,.csv,65746,5.22585639557937,0
0066-csv.csv,7ccce9a67f9e1e2e02e183bb63b5a74c,.csv,12904,5.4156852917773195,0
0076-csv.csv,c860ce74079afdebbc9bebc1010819ee,.csv,2035,5.187885754517373,0
0004-csv.csv,bd373c7f15d15231a771742b405bdaa8,.csv,428,4.244456871895033,0
0014-csv.csv,a3da097689d4375a7dde2e64a4cf795b,.csv,55526,5.379502761430777,0
0059-csv.csv,cfbcc9dba253a105a89ad97b6f5b854f,.csv,148,5.171937660412598,0
0049-csv.csv,ad30a44e9b36339b2e6b8f06fec16c83,.csv,11533,5.4022773008208524,0
0082-csv.csv,72c9ffbbbbb009b8933500c8b04cccb6,.csv,175,4.8240053227978725,0
0092-csv.csv,ad8de4fde8072aae499cc5acf67acabe,.csv,155514,5.046122479199964,0
0022-csv.csv,8e0d7f9afc2301218832597e4e429245,.csv,10725,5.201743791338864,0
0032-csv.csv,1e4f30b251179cec56ff794fba65515b,.csv,138,5.141340541019138,0
0040-csv.csv,984dd46964fc9502f829f4fc7268abbe,.csv,339,4.903991954574157,0
0050-csv.csv,c6413de057adb3704e7555d628baa57e,.csv,9545,5.417393389096471,0
0016-csv.csv,43f555cf800b6d5e49929e809af012d0,.csv,10404,4.888591156064614,0
0006-csv.csv,d08a9d0f892bfa478bec535e75c697e3,.csv,128,4.702179144443255,0
0074-csv.csv,296c511d6752ebe28890fe93fdace465,.csv,2828,5.426073255222611,0
0064-csv.csv,07f6a14492ef7a9af034ae962ed8d370,.csv,40475,4.24182781476329,0
0029-csv.csv,b9eabeeb52ee130aa80c6fa8ce921d37,.csv,2658,5.358944434557908,0
0039-csv.csv,01ee78b467d23febc082e55faa2a57df,.csv,18061,5.393314974679632,0
0090-csv.csv,ccd1573d9dce0d1fbe773d1d9adfec95,.csv,129952,5.03194089775492,0
0080-csv.csv,b08f60cf2b22bf3bf29d9206ef082693,.csv,13318,5.404546497054895,0
0052-csv.csv,43741756e1657e8c3aeceed4b3c77dc3,.csv,127,4.719184840991065,0
0042-csv.csv,a8080aa015c725188909abbf4ded37e8,.csv,12420,5.373637510688742,0
0030-csv.csv,c1f53641df13eec67f15c27456acf95d,.csv,3542,5.396878439636375,0
0020-csv.csv,4a2512493d6e7d285859c66b946915b2,.csv,117,4.668543439029367,0
0089-csv.csv,d006c8f82ea112c6cafff2c3615221f6,.csv,115572,5.045415460488074,0
0099-csv.csv,5ed97adeba6d9a786266e315780430a8,.csv,126008,5.110699818116531,0
0043-csv.csv,5be176f96ec6ff8395df84252c84071d,.csv,61696,5.466768914637652,0
0053-csv.csv,8fd60ac99c42839e18eeb1eb524e6746,.csv,1490,5.380553556851533,0
0098-csv.csv,c89278ae3b6864824fd4a256317714b1,.csv,14782,5.392751708434486,0
0088-csv.csv,06db7b541dd0078e63e232b1f4984914,.csv,181687,5.029552333095779,0
0021-csv.csv,06f376cdcf58d9392f8f4414efade789,.csv,131,4.910496934205426,0
0031-csv.csv,91aa70fb96bd3e78cb6153a4719d6286,.csv,1819,5.305713036717364,0
0007-csv.csv,4ebf7fa57de08a3e50492b52e894267d,.csv,10871,5.392320272179229,0
0017-csv.csv,9951221e5227b3b19e5880538d4be4c8,.csv,10638,5.396394236374884,0
0065-csv.csv,973e3ba7b861faaad5f7d163fa2b754e,.csv,14737,5.409107686830871,0
0075-csv.csv,bf9b54cc5457badbaf578ad721ea3b29,.csv,3266,5.403233946310945,0
0081-csv.csv,b0c741919e427ff4f4a9198cfa6742dc,.csv,107,4.386294562565767,0
0091-csv.csv,19324feb89c0da035da99c6130460839,.csv,145876,4.986357766312216,0
0038-csv.csv,e75689f21c34defdc8fbb125553af1eb,.csv,150,4.853214583458891,0
0028-csv.csv,3b76a5f02efd49f5b991826712bff5a5,.csv,1301,5.261884264850491,0
0094-csv.csv,d7d570b7a0ff3171ff39932033eabbff,.csv,42712,5.109880722986704,0
0084-csv.csv,1adf19b8f1b3c15350232dc6a665812e,.csv,59605,5.354204685857529,0
0012-csv.csv,b8412199d25234e701874198cee7b8c3,.csv,22981,4.835400860326396,0
0002-csv.csv,1ae0b80e0bab456ca7cd0745b7bf9c69,.csv,3429,5.211443943784108,0
0070-csv.csv,e404dae19e66a55555fd6749fb8cd367,.csv,18284,5.429371436484039,0
0060-csv.csv,049aeccb04f11113f894adc8d46362f9,.csv,3867,5.392439405908417,0
0056-csv.csv,df2d63e6be0af84fc222e2390eedad14,.csv,12161,5.396285813674091,0
0046-csv.csv,0438126d6cb0fa0d82d34212bf4e2d19,.csv,1696,5.1729177265512245,0
0034-csv.csv,6e492b7cb58d03dc58c01f9d16bab492,.csv,14098,5.310664821462357,0
0024-csv.csv,f0f85fabbb8d40c83f103ea82591ccd2,.csv,244,5.282767767100457,0
0069-csv.csv,7339ab94323f36c1599223caa147a285,.csv,210,5.1786310145084276,0
0079-csv.csv,9d3eed630a81806fc2526b5db17f1bc6,.csv,12472,5.423064189919745,0
0047-csv.csv,a62dd86cdb408fd141abe0540493e170,.csv,3117,5.4045311476322215,0
0057-csv.csv,18422c6ca4b95b30520b153082b5ca7e,.csv,436,5.300913641297785,0
0025-csv.csv,3cb4a016b14444b711e4f6c9bd58e114,.csv,15491,5.4392699172213,0
0035-csv.csv,a6abb1cbe18963cf3f901f7921a6e1fd,.csv,2250,5.299166756626331,0
0100-csv.csv,dbd9228f213c4a8c0a3d735a14bfac35,.csv,83726,5.301498973370871,0
0078-csv.csv,44523fc4d01b587711f5b05547ed5af3,.csv,30703,4.800728065161355,0
0068-csv.csv,7c969230a2a2ff672605f2c12e1e44d0,.csv,127,4.730126757668863,0
0085-csv.csv,1e88e03acc652546fafc84123059248b,.csv,82854,5.217911121357421,0
0095-csv.csv,a5c03af1f2db99f3dfe71be068ec2e38,.csv,154768,5.140936110380769,0
0003-csv.csv,2eed4e79fc34fa003b768384bc7ce676,.csv,1383,5.289212417299021,0
0013-csv.csv,3080774fc3db72472f54092300e12390,.csv,7467,5.031235741272055,0
0061-csv.csv,bf8f3a6bd42369410e2f7a5f6c1bbefd,.csv,2553,5.362271195568044,0
0071-csv.csv,3f00fd494fa0d015c47dae17708b9ee5,.csv,88,4.576218273036259,0
0037-csv.csv,23b6b03a830d55f2b11d5b79605dbea9,.csv,13787,5.421494353458806,0
0027-csv.csv,26259e28f1356456991941c7ca3cd484,.csv,387,5.273089986013032,0
0055-csv.csv,2a1af45425c6061a2301da1c2c57ae21,.csv,234,4.9926276628043835,0
0045-csv.csv,1a1973ed3096ec1db3ad64c3becfb86f,.csv,365,5.373470439750414,0
0008-csv.csv,d6f28dbdb6887d28af87f06d8805c20e,.csv,20332,5.425805721569524,0
0018-csv.csv,401c2bdec71a5ddb168b4ad42ae2e996,.csv,9238,5.410978668054548,0
0097-csv.csv,3b522d904ac9c0ea6383fbe6f6b34468,.csv,140,4.913546014869218,0
0087-csv.csv,bdd60413142b3e24f07e2867bed99db9,.csv,21398,4.764472409481333,0
0073-csv.csv,abbc7ff2293dc01f34945bd9e6db0e0a,.csv,153,5.213137903623416,0
0063-csv.csv,7608aef1c153310a05118b8b1711e3e1,.csv,1427,5.285005744118426,0
0011-csv.csv,ecb83eeb598957ef40809e9431ebb1f6,.csv,116,4.582089190382868,0
0001-csv.csv,132f0772cea41561866cca6d95c8b93e,.csv,2222,5.352110952986349,0
0086-csv.csv,0a21a3756b081cef0946e5814bc622db,.csv,87131,5.295197309589995,0
0096-csv.csv,ba30465a2d6dfa66518156aca973e39e,.csv,130817,5.144249669044651,0
0062-csv.csv,7b6375a4645a121baf1f3e937bb40750,.csv,2072,5.1771274755926475,0
0072-csv.csv,b7ad60c4f069a2dc2971a98376f9af57,.csv,1797,5.25585933913996,0
0010-csv.csv,3b25a07ecc7a24f5b3d16fcac6137f31,.csv,141,4.796718715410393,0
0026-csv.csv,768170ecad3aea00471febcab575a069,.csv,71639,5.2771819708095595,0
0036-csv.csv,8ba48aa3131fbcc31fb7178072eb07f7,.csv,9981,5.4020387373191046,0
0044-csv.csv,3e11b53e752b37674c6e66ba0079842d,.csv,1393,5.1712530511617025,0
0054-csv.csv,06344a3cab895a2e9d6290a2fb597ebb,.csv,1694,5.306832909471417,0
CSV.pdf,ff3f2565c895261dc1661a47f9e34a86,.pdf,3517550,7.941173076036356,0
0019-csv.csv,fff2a29838b88eeb0e2408829172a0ff,.csv,12544,5.408158855452879,0
0009-csv.csv,c4cd57a91f800cddd54d7f68e2b5e6be,.csv,16016,5.414899857019801,0
cmd.exe,59a1d4facd7b333f76c4142cd42d3aba,.exe,312832,4.620678528918555,0
FileManager.exe,e43f29890beb7eb489139271d98dd270,.exe,92440,4.898122181613283,0
SnippingTool.exe,7a488aa2aedb148f654a9126bbb5f2ef,.exe,446976,6.440295693191932,0
StikyNot.exe,6ccfd72201c5840cb6244604a7ebcf2d,.exe,390144,6.3179282519416065,0
.DS_Store,1fbe6f039498e0b792b080853043aeac,,10244,2.2030250765924677,0
msra.exe,ddd328759cc8287ee88bfc751761fea4,.exe,527872,6.34432329444922,0
reg.exe,104aea87c35a56c56300c1783b6b25ac,.exe,61440,6.26497222317917,0
Camera.exe,9dd3153bf36f8bbdbbf3daca2359fc0a,.exe,1200328,5.321080588184579,0
vds.exe,1eecbf13c9d5c8f3026efec9635093f2,.exe,570368,6.385813958814911,0
TRACERT.EXE,5074b202345a0a5b046e930638f55b5a,.EXE,15872,5.13895503707283,0
