File Name,Hash,File Type,File Size,Entropy,Header Size,Date,Ransomware Type,Ransomware
0033-csv.csv,01544fb67a9eeede339f590f92313f4c,.csv,45334,4.994199403686332,512,2024-06-09,unknow,0
0023-csv.csv,5a74004256c4b94566332a2ee3f3a233,.csv,130,4.978422003067438,130,2024-06-09,unknow,0
0051-csv.csv,4112514dc53e6d0331e53b5be0478918,.csv,132,4.745453235922954,132,2024-06-09,unknow,0
0041-csv.csv,f68ccc79b85692826e4fc4b71ea0dfbb,.csv,153,5.107805368322021,153,2024-06-09,unknow,0
0077-csv.csv,62f492b20b71cd6c9ded31089d15e903,.csv,1465,5.275695550829145,512,2024-06-09,unknow,0
0067-csv.csv,24c794bb9ff8eff5c7a4681635d42f2a,.csv,242,4.967911315628541,242,2024-06-09,unknow,0
0015-csv.csv,00bcb85fcb458d600bf1f3198a7e6d20,.csv,20510658,5.285194149218126,512,2024-06-09,unknow,0
0005-csv.csv,7f99d27e8f64464578cd66a82669f6e3,.csv,3174,4.998709098290255,512,2024-06-09,unknow,0
0048-csv.csv,9efca0262603c8d322da70155112ea11,.csv,39712,4.306538399331046,512,2024-06-09,unknow,0
0058-csv.csv,0756910cc87bb4ef6c715557d0f4ff53,.csv,1494,5.26263401913619,512,2024-06-09,unknow,0
0093-csv.csv,077bfb63f1c42ad9579e7cd3375c34db,.csv,137536,5.047558365015472,512,2024-06-09,unknow,0
0083-csv.csv,1d58d41e9207152066839607f3931b99,.csv,65746,5.22585639557937,512,2024-06-09,unknow,0
0066-csv.csv,7ccce9a67f9e1e2e02e183bb63b5a74c,.csv,12904,5.41568529177732,512,2024-06-09,unknow,0
0076-csv.csv,c860ce74079afdebbc9bebc1010819ee,.csv,2035,5.187885754517373,512,2024-06-09,unknow,0
0004-csv.csv,bd373c7f15d15231a771742b405bdaa8,.csv,428,4.244456871895033,428,2024-06-09,unknow,0
0014-csv.csv,a3da097689d4375a7dde2e64a4cf795b,.csv,55526,5.379502761430777,512,2024-06-09,unknow,0
